Title,Location,Price,Images,Meta Data,Feature,Description,URL
Vivo Y20 4/64 (Used),"Posted on 18 Oct 8:19 pm, Lalmonirhat, Rangpur Division","Tk 11,400","['vivo-y20-4-64-used-for-sale-rangpur-division-123@7e562f3b-59c2-4913-a4e7-6dd082c1a00c', 'vivo-y20-4-64-used-for-sale-rangpur-division-123@a4358dac-4fe1-4810-9f90-35afcde8d21c', 'vivo-y20-4-64-used-for-sale-rangpur-division-123@30f1c687-7f6c-4c68-82d7-a98abd8b06d3', 'vivo-y20-4-64-used-for-sale-rangpur-division-123@c43210e2-3640-4aba-8323-e90774a814fa', 'vivo-y20-4-64-used-for-sale-rangpur-division-123@ac25c061-7818-44a8-b6c1-1500f8c7a2fd']","{'Condition:': 'Used', 'Brand:': 'Vivo', 'Model:': 'Y20', 'Edition:': '4/64', 'Authenticity:': 'Original'}",,"full box ful fress 
 takar dorkar tai sell dicci",
Apple iPhone 5S 32GB parts,"Posted on 18 Oct 8:18 pm, Gulshan, Dhaka","Tk 3,500","['apple-iphone-5s-32gb-used-for-sale-dhaka-1433@4d696be2-5287-4709-be18-6c6529650d73', 'apple-iphone-5s-32gb-used-for-sale-dhaka-1433@96d34cbb-91dd-4236-9130-1faca09f7e6e', 'apple-iphone-5s-32gb-used-for-sale-dhaka-1433@bdec981e-2c8d-43d9-bb5b-13660e8fd0a7', 'apple-iphone-5s-32gb-used-for-sale-dhaka-1433@d67fd56c-6566-4a93-8201-4170f6a7f5cb']",{'Condition:': 'Used'},,"একটি iPhone 5S 32GB Version বিক্রি করা হবে। এটা আমার রানিং ইউস করার ফোন ছিলো। একটা আপডেট এর পর এমন হয়ে গেছে। এটা ছবিতে মার্ক করে দেয়া আছে। অন্য আরেকটা ফোন আছে বিধায় আর ঠিক করিনি। কারও যদি পার্টসের জন্য প্রয়োজন হয় বা কারো কাছে মাদারবোর্ড থাকলে নিতে পারেন। ফোনের সব কিছুই ভালো। চার্জ ব্যাকআপ ও ভালো ছিলো। 
(যদি পোস্ট ভালো না লাগে ইগনোর করতে পারেন)",
Xiaomi Redmi Note 8 . (Used),"Posted on 18 Oct 8:18 pm, Jatrabari, Dhaka","Tk 7,500","['xiaomi-redmi-10-note-8-used-for-sale-dhaka-1@da0d78fc-752e-40f6-95ad-4c43d7a4665d', 'xiaomi-redmi-10-note-8-used-for-sale-dhaka-1@36941d45-ca3f-49f0-a5a3-77cc0e1cb22d', 'xiaomi-redmi-10-note-8-used-for-sale-dhaka-1@33fe8317-9561-433b-a4de-b6e7a1e85404', 'xiaomi-redmi-10-note-8-used-for-sale-dhaka-1@5234c87d-7b6b-44fb-a6b0-4023780be59b', 'xiaomi-redmi-10-note-8-used-for-sale-dhaka-1@19b427a9-bce9-44a0-81be-e4e810e42e7b']","{'Condition:': 'Used', 'Brand:': 'Xiaomi', 'Model:': 'Redmi Note 8', 'Edition:': '.', 'Authenticity:': 'Original'}",,redmi note 8 taka lagbe tai emergency sell korbo..ektu pblm ase but chole..,
Nokia 106 good (Used),"Posted on 18 Oct 8:18 pm, Barguna, Barishal Division","Tk 1,350",['nokia-106-good-used-for-sale-barishal-division-1@0685dcb3-0f13-4b70-a0b6-5152018c11a0'],"{'Condition:': 'Used', 'Brand:': 'Nokia', 'Model:': '106', 'Edition:': 'good', 'Authenticity:': 'Original'}",,vao phone ,
Infinix Hot 11 Play (Used),"Posted on 18 Oct 8:18 pm, Nobogram Road, Barishal","Tk 11,500","['infinix-hot-11-play-used-for-sale-barishal-26@4f2a1872-5334-4957-85f6-f541ce0677b3', 'infinix-hot-11-play-used-for-sale-barishal-26@61a6f37b-76d2-42d9-92d7-b8be8cb4de3c', 'infinix-hot-11-play-used-for-sale-barishal-26@be04a4c3-f386-48d4-9d2a-430418eb6fa3']","{'Condition:': 'Used', 'Brand:': 'Infinix', 'Model:': 'Hot 11 Play', 'Authenticity:': 'Original'}",,"মোবাইলটা বিক্রি  করবো  কেউ  কিনতে চাইলে যোগাযোগ করেন।।
মোবাইলে কোনো সমস্যা নেই।।
চার্জার বক্স সব আছে।।",
Samsung Galaxy A52S 8-128 gb (Used),"Posted on 18 Oct 8:18 pm, Faridpur, Dhaka Division","Tk 29,000","['samsung-galaxy-a52s-8-128-gb-used-for-sale-dhaka-division-1@98082290-1e00-4d68-9e07-20be576c750e', 'samsung-galaxy-a52s-8-128-gb-used-for-sale-dhaka-division-1@f3653f67-9917-468a-92fc-d104432ed84d', 'samsung-galaxy-a52s-8-128-gb-used-for-sale-dhaka-division-1@808df20c-80a3-479c-baff-5432bee60884', 'samsung-galaxy-a52s-8-128-gb-used-for-sale-dhaka-division-1@ecce7b6b-5fbc-4410-b85e-cdb844f072f9', 'samsung-galaxy-a52s-8-128-gb-used-for-sale-dhaka-division-1@29a27e2a-4a6c-4d3c-9afc-38099cc7e316']","{'Condition:': 'Used', 'Brand:': 'Samsung', 'Model:': 'Galaxy A52S', 'Edition:': '8-128 gb', 'Authenticity:': 'Original'}",,"few days used 
bd official mobile with warranty",
Xiaomi Redmi 10 pro (Used),"Posted on 18 Oct 8:18 pm, Jashore, Khulna Division","Tk 18,000","['xiaomi-na-new-for-sale-khulna-division@b48b781e-7af8-4ad7-8c8e-8b6d932d4aac', 'xiaomi-na-new-for-sale-khulna-division@e128990b-4ac2-41d6-a582-bb999c9b4ada', 'xiaomi-na-new-for-sale-khulna-division@0887ea76-47a3-43aa-bb3b-17795ced11bb', 'xiaomi-na-new-for-sale-khulna-division@a7bf65eb-7bcb-4a08-ac11-6744daef0f7a']","{'Condition:': 'Used', 'Brand:': 'Xiaomi', 'Model:': 'Redmi 10', 'Edition:': 'pro', 'Authenticity:': 'Original'}",,Radmi 10 pro... 6/128.. নতুন ফোন ১ মাস ব্যবহার করা হয়েছে। টাকা লাগবে তাই বেচে দিবো ১৮ k হলে দিয়েদিবো।,
Xiaomi Redmi Note 7 Pro 6/64 (Used),"Posted on 18 Oct 8:17 pm, Tangail, Dhaka Division","Tk 14,000","['xiaomi-redmi-note-7-pro-6-64-used-for-sale-dhaka-division-145@12905b87-7563-4afb-8bb9-18d5073b5deb', 'xiaomi-redmi-note-7-pro-6-64-used-for-sale-dhaka-division-145@6c0e369a-a0f8-42a9-a273-ed1ae2c20e08', 'xiaomi-redmi-note-7-pro-6-64-used-for-sale-dhaka-division-145@09cca143-7f6f-43ce-8f10-b1b99727c520', 'xiaomi-redmi-note-7-pro-6-64-used-for-sale-dhaka-division-145@a0ea3037-b838-4d84-8d5b-6a73e1bcbea3']","{'Condition:': 'Used', 'Brand:': 'Xiaomi', 'Model:': 'Redmi Note 7 Pro', 'Edition:': '6/64', 'Authenticity:': 'Original'}",,"মোবাইলে কোন সমস্যা নেই। টাকার প্রয়োজন তাই বিক্রি করবো।
বিনা কারনে কল দিবেন না।",
Realme Narzo 50i (Used),"Posted on 18 Oct 8:17 pm, Savar, Dhaka","Tk 10,000","['realme-narzo-50i-used-for-sale-dhaka-177@d846dd87-3a3c-4559-bfa0-5bf17a57ba53', 'realme-narzo-50i-used-for-sale-dhaka-177@a2a78c22-f6f6-4cef-abee-948bcfbadab6']","{'Condition:': 'Used', 'Brand:': 'Realme', 'Model:': 'Narzo 50i', 'Authenticity:': 'Original'}",,"Kono problem nai matro 4 months use kora hoise charger , box shob ache price fixed",
Xiaomi Redmi Note 8 4/64 (Used),"Posted on 18 Oct 8:17 pm, Mirpur, Dhaka","Tk 12,500","['xiaomi-redmi-note-8-4-64-used-for-sale-dhaka-5563@3154e772-364e-425a-8495-e5c4d4072c0d', 'xiaomi-redmi-note-8-4-64-used-for-sale-dhaka-5563@66a163d5-596e-486b-b906-25483c9c6a50', 'xiaomi-redmi-note-8-4-64-used-for-sale-dhaka-5563@1afbcad8-a374-4148-86ee-5c4bdb026991']","{'Condition:': 'Used', 'Brand:': 'Xiaomi', 'Model:': 'Redmi Note 8', 'Edition:': '4/64', 'Authenticity:': 'Original'}",,"used around 3 months 
full box,  charger
full fresh
Mirpur 1,  co operative market",
Xiaomi Redmi Note 10s (Used),"Posted on 18 Oct 8:17 pm, Sonadanga, Khulna","Tk 15,500","['xiaomi-redmi-note-10s-used-for-sale-khulna-155@f9858299-a750-49b8-a7d4-89b73f28615b', 'xiaomi-redmi-note-10s-used-for-sale-khulna-155@0f58406c-9edf-45c0-ae35-5783836eea61']","{'Condition:': 'Used', 'Brand:': 'Xiaomi', 'Model:': 'Redmi Note 10s', 'Authenticity:': 'Original'}",,"Xiaomi Redmi Note 10s
6-64
BH- 5000mah
6 month use
Full box
Full fresh with new conditions 
Good battery health and camera 
Call me for more information or details 
Thank you",
OPPO F1s 4/64 (Used),"Posted on 18 Oct 8:17 pm, ECB Chattar, Dhaka","Tk 9,900","['oppo-f1s-4-64-used-for-sale-dhaka-408@915e96d4-b7f2-4265-be54-46e8cc7c7c2e', 'oppo-f1s-4-64-used-for-sale-dhaka-408@4abc210b-a140-49f9-af50-2eb7986fe026', 'oppo-f1s-4-64-used-for-sale-dhaka-408@3c679da2-79d4-453e-be64-54892bc14795', 'oppo-f1s-4-64-used-for-sale-dhaka-408@1afb65ea-6d96-4e48-9aa5-63628c81b0a1']","{'Condition:': 'Used', 'Brand:': 'OPPO', 'Model:': 'F1s', 'Edition:': '4/64', 'Authenticity:': 'Refurbished'}",,"ফোন টি অনেক ফ্রেশ আছে যত খুশি দেখে নিবেন 
। আমার লোকেশন এ আসতে হবে।",
OPPO F17 Pro 8/128 (Used),"Posted on 18 Oct 8:17 pm, Jahaj Company More, Rangpur","Tk 11,500","['oppo-f17-pro-8-128-used-for-sale-rangpur-55@8e82969a-9216-4c5d-8c50-dc5edb9d52db', 'oppo-f17-pro-8-128-used-for-sale-rangpur-55@3756da01-57c6-401a-b4ab-d7dd0c0d51c8', 'oppo-f17-pro-8-128-used-for-sale-rangpur-55@feb40b62-4bdb-4582-a6e2-e4048de226b9', 'oppo-f17-pro-8-128-used-for-sale-rangpur-55@c68dd648-34f3-419e-8a35-38d39694878e', 'oppo-f17-pro-8-128-used-for-sale-rangpur-55@84140479-1218-4169-b595-816a3803d3e0']","{'Condition:': 'Used', 'Brand:': 'OPPO', 'Model:': 'F17 Pro', 'Edition:': '8/128', 'Authenticity:': 'Original'}",,"all okh display change kora hoasa tai finger pblm
box nosto hoa gasa nid card dibo 
real buyer contact",
Samsung Guru Music 2 (Used),"Posted on 18 Oct 8:16 pm, Jashore, Khulna Division","Tk 1,200","['samsung-galaxy-a50-guru-music-used-for-sale-khulna-division-1@efc885f8-24b5-49fa-8a8f-132f080f2960', 'samsung-galaxy-a50-guru-music-used-for-sale-khulna-division-1@4c4d931b-c691-4704-8739-2836cbed194b', 'samsung-galaxy-a50-guru-music-used-for-sale-khulna-division-1@dce3f13b-45f9-4709-8413-e2d168979565', 'samsung-galaxy-a50-guru-music-used-for-sale-khulna-division-1@188d0ff7-1958-4125-9a19-70e94fe993a2']","{'Condition:': 'Used', 'Brand:': 'Samsung', 'Model:': 'Guru Music 2', 'Edition:': 'guru music', 'Authenticity:': 'Original'}",,ফ্রেশ কন্ডিশন কোন স্পট নেই নতুনের মতন আছে। ফোন নিতে হলে যশোর ঝিকরগাছা আসতে হবে,
Walton RX7 Mini . (Used),"Posted on 18 Oct 8:16 pm, Dhap, Rangpur","Tk 4,000","['walton-rx7-mini-2019-used-for-sale-rangpur-1@cc58592f-2408-4207-8aab-f0db3441f608', 'walton-rx7-mini-2019-used-for-sale-rangpur-1@75ffac6b-374b-4129-a94c-3b7e288e0d50', 'walton-rx7-mini-2019-used-for-sale-rangpur-1@a7c3656b-3fd6-45c7-8cf9-d08c5a3f71fa']","{'Condition:': 'Used', 'Brand:': 'Walton', 'Model:': 'RX7 Mini', 'Edition:': '.', 'Authenticity:': 'Original'}",,২ বছর ব্যবহার করেছি। মাঝে কিছুদিন আগে ফোনটি ভেঙে যাওয়াতে Nokia এর বডি লাগিয়ে দিয়েছে। সেল্ফি ক্যামেরা ঝাপসা কারন ময়লা জমেছে। সেল্ফি ক্যামেরা ওয়াশ করলে ঠিক হয়ে যাবে। তাছাড়া ফোনের অন্যান্য সব কিছু ঠিক আছে। টাকার প্রয়োজন পরাতে বিক্রি করতে চাচ্ছি।,
Apple iPhone 6S (Used),"Posted on 18 Oct 8:16 pm, Rupatali, Barishal","Tk 11,000","['apple-iphone-6s-used-for-sale-barishal-428@21a044f6-a4ce-4301-a227-d02f21baf32f', 'apple-iphone-6s-used-for-sale-barishal-428@9ab87a28-4b63-41b5-bb5e-4a3df925606e', 'apple-iphone-6s-used-for-sale-barishal-428@f8538ed7-5e8e-4235-8550-089122d2a92e', 'apple-iphone-6s-used-for-sale-barishal-428@96a3757f-4d7e-48bf-81a5-9d48c3919bbb', 'apple-iphone-6s-used-for-sale-barishal-428@60816a80-c941-4a0f-8d39-fd9a189edb3e']","{'Condition:': 'Used', 'Brand:': 'Apple', 'Model:': 'iPhone 6S', 'Authenticity:': 'Original'}",,"kono somossa nai r akta phn kinbo tai sell dibo 
charger + security deya jabe box nai 
interest people call me 
shudu call no massage 
Exchange jora jabe",
Tecno Camon 16 (Used),"Posted on 18 Oct 8:15 pm, Wari, Dhaka","Tk 11,000","['tecno-camon-16-used-for-sale-dhaka-285@b2d9f932-833b-43d0-817a-44ad32045a54', 'tecno-camon-16-used-for-sale-dhaka-285@caa66267-eefd-4862-b5e1-4ead4991cca9', 'tecno-camon-16-used-for-sale-dhaka-285@61e7a059-1f0f-4a16-8ead-54ff321b4ca6']","{'Condition:': 'Used', 'Brand:': 'Tecno', 'Model:': 'Camon 16', 'Authenticity:': 'Original'}",,"Storage :6/128Gb
kono problem nai
vox charger,memo sob ase",
Xiaomi Redmi 10 (Used),"Posted on 18 Oct 8:15 pm, Rampura, Dhaka","Tk 13,500","['xiaomi-redmi-10-used-for-sale-dhaka-598@ecd172af-6432-43a4-ab08-b7094d2b931f', 'xiaomi-redmi-10-used-for-sale-dhaka-598@f1d455a4-32f7-407c-b720-ad640e6f6f41', 'xiaomi-redmi-10-used-for-sale-dhaka-598@58bde1cd-6d1a-4738-8988-9e87700b2a45', 'xiaomi-redmi-10-used-for-sale-dhaka-598@8c8c6367-a1c4-497c-b7ae-909e79f14397', 'xiaomi-redmi-10-used-for-sale-dhaka-598@81fb48ba-9905-4aa4-b57c-35a79c9ab8e6']","{'Condition:': 'Used', 'Brand:': 'Xiaomi', 'Model:': 'Redmi 10', 'Authenticity:': 'Original'}",,"মাএ তিন মাস ব্যবহার করা হয়েছে, কোন প্রকার সমস্যা নাই,, সাথে এই মোবাইল এর অরিজিনাল চার্জার পাবেন,নিচ সন্দেহে নিতে পারেন,,, ধন্যবাদ",
Samsung Galaxy S6 Edge 3/64 (Used),"Posted on 18 Oct 8:15 pm, Uttara, Dhaka","Tk 6,000","['samsung-galaxy-s6-edge-3-64-used-for-sale-dhaka-110@f1064c74-dd9f-4fff-967c-235c3d557374', 'samsung-galaxy-s6-edge-3-64-used-for-sale-dhaka-110@919e3276-88da-47ff-926c-84ee19200983', 'samsung-galaxy-s6-edge-3-64-used-for-sale-dhaka-110@8142f2bb-4dfa-4b6c-bd3b-7aad4c8413a3']","{'Condition:': 'Used', 'Brand:': 'Samsung', 'Model:': 'Galaxy S6 Edge', 'Edition:': '3/64', 'Authenticity:': 'Original'}",,phone kono problem nai only fingerprint problem,
Huawei Y3 II (Used),"Posted on 18 Oct 8:15 pm, Chorpara, Mymensingh","Tk 3,000","['huawei-y3-ii-used-for-sale-mymensingh-274@cb2dce40-e053-406f-bbdf-c65712ed2015', 'huawei-y3-ii-used-for-sale-mymensingh-274@6851c941-141e-4072-a91c-73e3acc2d13f', 'huawei-y3-ii-used-for-sale-mymensingh-274@9bf74565-bda5-4353-9f37-36fa8b644da3', 'huawei-y3-ii-used-for-sale-mymensingh-274@6b1e369a-161b-4edb-a485-7773dde55994']","{'Condition:': 'Used', 'Brand:': 'Huawei', 'Model:': 'Y3 II', 'Authenticity:': 'Original'}",,অসাধারণ একটি ফোন। সারাদিন চার্জ থাকে। কথা বলতে ও নেট ব্রাউজ করতে অসাধারণ।,
Ring Light,"Posted on 18 Oct 8:15 pm, Kishoreganj, Dhaka Division","Tk 1,200","['ring-light-for-sale-dhaka-division-77@c0d9ae04-eb69-4db4-a4b3-488a83d11c08', 'ring-light-for-sale-dhaka-division-77@e54a2115-1fe7-4267-b283-dc56642fab08']",{'Condition:': 'Used'},,Khub Bhalo ring light dakhe nite paren,
Apple iPhone 5C (Used),"Posted on 18 Oct 8:15 pm, Tilagor, Sylhet","Tk 2,000","['apple-iphone-5c-used-for-sale-sylhet-514@e23a93e1-9b28-4cde-acb2-90f5643e096f', 'apple-iphone-5c-used-for-sale-sylhet-514@71cd236c-2ed0-4525-9775-46aa81483017', 'apple-iphone-5c-used-for-sale-sylhet-514@319bebdf-ffa3-42d9-a1bc-230b15219b11', 'apple-iphone-5c-used-for-sale-sylhet-514@bc6ec5a9-60b9-4b34-b87f-573655061739']","{'Condition:': 'Used', 'Brand:': 'Apple', 'Model:': 'iPhone 5C', 'Authenticity:': 'Original'}",,mobiper screen e ekta spot ase and touch kichuta kom kaj kore.Phone jawa-asha +camera+ 2ndary device hishebe use korte parben.Ar kuno problem nai,
